MONTHS_WORKED;HOURS_PER_WEEK;URBAN_RURAL;SEX;AGE_RANGE;SALARY_RANK;OCCUPATION
10;48;1;0;5;1;11
12;12;1;0;1;1;11
12;50;1;1;2;1;11
12;30;1;1;0;1;11
12;40;1;0;2;1;11
12;40;1;0;5;1;11
12;15;1;1;1;1;11
12;48;1;1;3;1;11
12;48;1;0;1;1;11
12;84;1;1;1;1;11
12;84;1;0;3;1;11
12;98;1;1;1;1;11
6;40;1;1;1;1;11
12;42;1;0;1;1;11
12;40;1;1;1;1;11
6;20;1;1;1;1;11
12;30;1;0;3;1;11
12;40;1;0;4;1;11
12;30;1;1;5;1;11
12;35;1;0;1;1;11
12;42;1;0;1;1;11
8;24;1;1;5;1;11
12;36;1;1;1;1;11
12;48;1;1;1;1;11
12;40;1;1;3;1;11
12;20;1;0;2;1;11
12;40;1;0;1;1;11
12;48;1;0;1;1;11
12;48;1;0;1;1;11
8;30;1;0;0;1;11
12;30;1;0;1;1;11
12;30;1;0;1;1;11
12;48;1;1;3;5;11
12;48;1;1;1;1;11
12;48;1;0;1;1;11
12;48;1;1;2;1;11
12;36;1;0;1;1;11
12;30;1;0;0;3;11
12;48;1;1;2;1;11
12;48;1;0;1;1;11
12;30;1;1;5;1;11
12;20;1;0;5;1;11
12;42;1;0;3;1;11
12;7;1;0;5;1;11
12;20;1;0;1;1;11
12;30;1;1;1;1;11
12;56;2;0;2;1;11
8;30;1;0;5;1;11
12;25;1;0;3;1;11
12;50;1;0;1;2;11
12;50;1;0;1;1;11
12;48;1;1;1;1;11
12;72;1;0;3;2;11
12;50;1;1;2;1;11
2;48;1;0;5;1;11
12;72;1;0;1;1;11
12;48;1;0;2;1;11
12;40;1;1;1;1;11
6;40;1;0;3;1;11
12;48;1;0;2;1;11
12;49;1;0;1;1;11
12;35;1;0;5;1;11
12;70;1;0;5;1;11
12;48;1;0;5;1;11
12;20;1;0;1;1;11
12;54;1;1;1;1;11
12;40;1;0;0;1;11
12;28;1;1;1;1;11
12;12;2;1;1;1;11
12;40;1;0;0;1;11
12;48;1;1;5;1;11
12;60;1;1;3;1;11
12;48;1;1;1;1;11
12;5;1;1;1;1;11
12;40;1;0;5;1;11
12;40;1;0;5;1;11
12;40;1;1;2;1;11
12;52;1;1;1;1;11
12;40;1;0;3;1;11
12;48;1;1;5;2;11
12;48;1;0;1;2;11
7;20;1;0;1;1;11
12;27;1;1;1;1;11
12;30;1;0;5;1;11
12;25;1;0;0;1;11
12;40;1;1;5;1;11
10;40;1;0;5;1;11
12;48;1;0;1;1;11
12;48;1;0;5;1;11
12;48;1;1;5;1;11
12;36;1;0;1;1;11
12;48;1;0;1;1;11
12;3;1;1;1;1;11
12;54;1;0;5;1;11
12;35;1;1;1;1;11
12;40;1;0;5;1;11
12;42;1;1;5;1;11
12;12;1;1;1;1;11
12;35;1;1;3;1;11
12;48;1;1;1;1;11
12;30;1;0;1;1;11
12;45;1;1;3;1;11
12;10;1;0;1;1;11
12;10;1;0;1;1;11
12;40;1;1;1;1;11
12;50;1;1;1;1;11
12;20;1;0;1;1;11
12;15;1;1;5;1;11
12;20;1;1;1;1;11
12;40;1;0;3;1;11
12;55;1;1;1;1;11
12;40;1;1;1;1;11
12;12;1;1;1;1;11
3;20;1;1;3;1;11
12;40;1;1;3;1;11
12;48;1;1;2;1;11
12;40;1;1;2;1;11
12;40;1;0;1;1;11
9;48;1;0;1;2;11
12;60;1;1;3;1;11
12;60;1;1;5;1;11
11;60;1;1;1;1;11
12;20;1;1;3;1;11
12;40;1;1;3;1;11
12;60;1;1;1;1;11
12;60;1;0;3;1;11
12;65;1;0;5;1;11
12;30;1;0;1;1;11
12;40;1;1;5;1;11
12;48;1;0;5;2;11
12;32;1;0;1;1;11
12;48;1;1;1;1;11
12;35;1;0;1;1;11
12;48;1;1;1;1;11
1;25;1;1;1;1;11
12;42;1;0;1;1;11
12;28;1;0;3;1;11
12;36;2;0;2;1;11
12;50;2;1;1;1;11
12;40;1;0;1;1;11
12;48;1;0;0;1;20
11;45;1;1;0;1;20
12;40;1;0;1;2;20
12;48;1;1;3;5;20
12;30;1;0;1;1;20
12;48;1;0;1;1;20
12;40;1;1;1;2;20
12;48;1;0;1;2;20
12;48;1;0;5;1;20
12;48;1;0;0;2;20
12;48;1;1;5;2;20
12;48;1;0;1;2;20
12;48;1;0;1;2;20
12;48;1;1;3;1;20
11;40;1;1;3;3;20
12;48;1;1;5;1;20
12;48;1;0;1;1;20
12;48;1;1;3;2;20
12;48;1;1;5;1;20
12;48;1;1;0;1;20
6;48;1;1;1;1;20
7;40;1;0;3;2;20
12;40;1;1;1;2;20
12;48;1;1;0;2;20
12;40;1;1;2;2;20
10;44;1;1;1;2;20
10;35;1;0;1;2;20
12;48;1;0;5;2;20
12;48;1;1;1;1;20
12;48;1;0;1;3;20
12;60;1;1;1;5;20
12;48;2;1;5;1;20
11;48;2;0;1;1;20
12;48;1;0;3;1;20
12;48;1;1;3;2;20
12;40;1;0;0;2;20
12;48;1;1;1;2;20
2;45;1;0;1;1;20
12;48;1;1;1;1;20
2;48;1;0;3;1;20
12;48;1;0;1;1;20
10;48;1;0;2;3;20
12;48;1;1;0;4;20
12;48;1;0;0;4;20
12;48;1;1;0;2;20
12;40;1;1;1;1;20
12;48;1;1;1;2;20
12;40;1;1;5;2;20
12;48;1;1;1;4;20
12;48;1;1;1;1;20
10;48;1;1;2;1;20
12;48;1;0;1;2;20
12;48;1;0;1;2;20
12;45;1;1;1;2;20
12;48;1;0;5;1;20
12;48;1;0;1;1;20
12;70;1;0;1;2;20
12;48;1;1;0;2;20
12;48;1;0;5;2;20
12;32;1;1;5;1;20
10;48;1;1;1;2;20
12;48;1;0;1;2;20
12;48;1;1;1;2;20
12;48;1;0;1;2;20
12;48;1;0;1;2;20
12;48;1;0;0;2;20
12;49;1;1;5;2;20
12;48;1;1;1;2;20
12;40;1;1;1;2;20
12;48;1;0;1;3;20
12;48;1;1;3;1;20
12;48;1;0;1;2;20
12;40;1;0;1;2;20
12;40;1;0;1;2;20
12;48;1;0;3;3;20
12;30;1;0;1;1;20
6;48;1;0;1;2;20
12;40;1;1;1;1;20
12;40;1;0;3;1;20
12;48;1;1;0;5;20
12;40;1;0;1;3;20
12;40;1;0;5;3;20
12;55;1;1;5;2;20
12;48;1;1;1;2;20
12;40;1;1;1;5;20
12;48;1;0;1;1;20
11;40;1;0;1;2;20
12;48;1;0;1;4;20
12;48;1;0;1;2;20
12;40;1;1;1;1;20
12;40;1;1;5;2;20
12;48;1;0;5;2;20
12;48;1;1;5;2;20
12;48;1;0;5;1;20
12;48;1;1;1;2;20
12;40;2;1;1;2;20
12;44;2;0;5;3;20
6;48;1;1;5;1;20
12;48;1;1;3;3;20
12;48;1;1;1;2;20
12;48;1;1;3;2;20
12;48;1;0;1;1;20
12;48;1;0;1;2;20
9;40;1;0;0;1;20
12;48;1;0;1;1;20
12;40;1;1;0;2;20
12;40;1;1;1;2;20
12;44;1;0;5;1;20
11;48;1;1;1;1;20
11;48;1;0;3;1;20
12;40;1;1;1;2;20
12;48;2;0;1;2;20
12;40;2;1;1;2;20
2;48;2;1;1;1;20
6;48;2;0;5;1;20
12;48;1;0;0;2;20
12;48;1;0;1;1;20
3;48;1;0;5;1;20
12;40;1;1;1;2;20
12;48;1;0;5;2;20
12;48;1;1;5;1;20
12;48;1;1;5;2;20
12;48;1;1;5;2;20
12;48;1;1;1;1;20
12;48;1;0;1;3;20
11;48;1;1;5;2;20
12;40;1;0;5;3;20
12;48;1;1;1;3;20
11;40;1;0;1;2;20
12;48;1;1;1;1;20
12;48;1;0;5;1;20
12;48;1;0;5;2;20
12;48;1;0;5;2;20
5;48;1;0;3;2;20
7;48;1;1;2;1;20
12;40;1;0;3;3;20
12;48;1;0;1;1;20
12;48;1;1;5;1;20
12;40;2;1;5;2;20
12;45;1;1;0;3;20
12;35;2;1;2;2;20
12;48;2;0;5;3;20
12;48;1;1;5;2;20
12;48;1;0;1;1;20
12;48;1;1;1;2;20
12;24;1;1;1;1;20
1;48;1;1;1;3;20
12;48;1;0;0;2;20
12;48;1;0;1;2;20
12;48;1;0;1;1;20
12;40;1;1;3;3;20
12;48;1;0;2;1;20
12;48;1;0;1;1;20
12;40;1;0;0;1;20
12;48;1;0;1;1;20
8;48;1;1;1;1;20
12;48;1;0;2;4;20
12;40;1;0;3;4;20
12;48;1;0;0;2;20
12;45;1;1;1;2;20
4;48;1;1;5;1;20
12;40;1;1;1;3;20
10;48;1;0;1;1;20
12;48;1;1;5;2;20
12;50;1;0;1;2;20
12;48;1;0;1;2;20
12;48;1;0;1;2;20
12;48;1;0;1;1;20
12;40;1;0;1;2;20
12;48;1;1;1;2;20
11;48;1;1;2;1;20
12;40;1;0;1;2;20
2;24;1;1;1;1;20
12;48;1;1;1;1;20
12;48;1;0;5;2;20
12;48;1;0;1;1;20
12;48;1;0;1;1;20
12;48;1;0;3;1;20
5;46;1;0;1;2;20
12;48;1;0;1;1;20
12;48;1;0;3;1;20
12;48;1;1;1;2;20
12;55;1;1;1;2;20
11;48;1;1;0;1;20
1;48;1;0;0;2;20
12;48;1;1;1;2;20
12;40;1;0;1;2;20
12;48;1;1;1;1;20
12;48;1;1;0;1;20
2;40;1;0;1;1;20
12;40;2;1;5;1;20
12;48;1;1;1;2;20
12;40;1;1;1;2;17
12;48;1;0;1;2;17
12;48;1;1;0;1;17
8;70;1;1;0;1;17
12;60;1;1;1;1;0
12;50;1;0;5;4;0
12;60;1;0;2;4;0
5;24;1;1;1;1;0
12;48;1;1;0;2;0
12;56;1;0;3;1;0
12;70;1;0;1;2;0
12;48;1;1;1;3;0
12;40;1;1;1;1;0
12;40;1;0;2;1;0
12;46;1;1;1;4;0
12;28;1;0;5;1;0
12;30;1;0;1;1;0
12;50;1;0;1;2;0
12;50;1;0;1;2;0
12;48;1;0;1;4;0
12;48;1;1;1;3;0
12;60;2;1;2;3;0
12;40;1;0;1;1;0
12;60;1;0;1;1;0
12;48;1;0;0;2;0
12;48;1;0;5;3;0
12;48;1;1;1;2;0
12;100;1;0;3;3;0
12;5;1;1;5;1;0
12;48;1;0;5;2;0
12;50;1;0;5;5;7
12;48;1;1;3;1;7
12;20;1;0;1;1;7
12;15;1;0;1;1;7
6;30;2;0;0;1;7
12;40;1;0;1;2;7
12;54;1;0;1;1;7
12;48;1;0;3;1;7
12;30;1;0;1;1;7
12;30;1;0;2;1;7
12;20;1;1;2;1;7
12;60;1;0;0;3;13
12;84;1;0;1;4;13
12;48;1;1;5;1;13
12;48;1;0;5;1;13
12;48;1;1;5;1;13
12;48;1;0;1;1;13
12;48;1;0;1;1;13
12;24;1;0;2;1;13
12;60;1;0;0;2;13
12;48;1;1;1;1;13
12;48;1;0;5;4;13
12;48;1;1;2;1;13
12;40;1;0;5;2;13
12;55;1;1;3;1;13
12;42;1;0;1;2;13
2;15;2;0;5;1;13
12;60;2;0;5;1;13
12;40;2;0;5;1;13
12;18;2;0;1;1;13
12;48;1;0;0;1;13
12;48;1;1;1;2;13
12;12;1;0;1;1;13
12;60;1;1;5;1;13
12;60;1;0;1;1;13
12;40;1;0;5;2;13
12;48;1;1;1;1;13
10;37;1;1;1;1;13
12;60;1;1;1;2;13
12;30;1;0;5;1;13
12;48;1;1;3;1;13
12;48;1;0;2;1;13
12;60;1;0;1;1;13
12;60;1;0;3;3;13
5;60;1;1;3;2;13
12;30;1;1;2;1;13
12;40;1;1;1;2;3
12;40;1;0;1;2;3
12;14;1;1;1;3;3
12;48;1;0;2;5;3
6;48;1;0;5;5;3
12;40;1;0;1;5;3
12;30;1;0;3;5;3
12;10;1;1;1;1;3
12;40;1;0;3;2;3
12;40;1;0;1;5;3
12;60;1;0;0;5;3
12;48;1;1;5;3;19
12;48;1;0;1;2;19
12;40;1;1;1;2;19
7;48;1;0;1;2;19
11;48;1;1;5;2;19
12;48;1;1;5;2;19
12;56;1;0;0;2;19
12;40;1;1;1;2;2
12;84;1;0;3;2;2
12;30;1;0;1;1;2
12;62;1;0;2;1;2
12;48;1;0;1;5;5
11;40;1;1;5;3;5
5;48;1;1;2;4;5
12;40;1;0;5;4;5
12;48;1;1;1;3;5
12;48;1;1;1;2;5
12;10;1;0;5;1;5
12;48;1;0;2;5;5
12;48;1;1;1;4;5
12;48;1;1;5;4;5
12;60;1;1;1;5;5
12;48;1;0;1;4;5
12;48;1;0;1;1;6
10;48;1;0;5;1;6
12;48;1;1;1;1;6
12;48;1;1;1;1;6
12;48;1;1;0;1;6
12;20;1;0;5;1;6
12;48;1;0;1;1;6
12;42;1;1;2;2;6
8;30;1;0;1;1;6
12;48;1;0;5;3;6
12;70;1;0;1;2;0
12;60;1;0;1;1;0
12;50;1;0;1;2;0
12;46;1;1;1;4;0
12;48;1;1;1;3;0
12;48;1;0;0;2;0
12;70;1;0;1;2;0
12;48;1;0;5;2;0
12;40;1;0;1;1;0
12;48;1;1;1;2;0
12;46;1;1;1;4;0
12;46;1;1;1;4;0
12;100;1;0;3;3;0
12;48;1;0;0;2;0
5;24;1;1;1;1;0
12;48;1;1;1;3;0
12;100;1;0;3;3;0
12;60;1;0;2;4;0
12;48;1;0;5;3;0
12;48;1;0;0;2;0
12;50;1;0;5;4;0
12;100;1;0;3;3;0
12;28;1;0;5;1;0
12;56;1;0;3;1;0
12;50;1;0;5;4;0
12;48;1;0;0;2;0
12;60;1;1;1;1;0
12;28;1;0;5;1;0
12;48;1;0;5;2;0
12;48;1;0;5;3;0
12;28;1;0;5;1;0
12;5;1;1;5;1;0
12;48;1;1;1;3;0
12;40;1;0;2;1;0
12;48;1;0;1;4;0
12;50;1;0;1;2;0
12;50;1;0;1;2;0
12;40;1;0;1;1;0
12;28;1;0;5;1;0
12;48;1;1;1;2;0
12;60;1;0;1;1;0
12;5;1;1;5;1;0
12;60;1;0;2;4;0
12;48;1;1;0;2;0
12;40;1;0;1;1;0
12;70;1;0;1;2;0
12;48;1;0;0;2;0
12;40;1;1;1;1;0
12;70;1;0;1;2;0
12;60;2;1;2;3;0
5;24;1;1;1;1;0
12;5;1;1;5;1;0
12;50;1;0;1;2;0
12;60;2;1;2;3;0
12;48;1;0;5;2;0
12;40;1;1;1;1;0
12;48;1;0;5;2;0
12;48;1;0;0;2;0
12;50;1;0;5;4;0
12;60;1;0;1;1;0
12;50;1;0;1;2;0
12;70;1;0;1;2;0
12;28;1;0;5;1;0
12;48;1;1;1;3;0
12;50;1;0;1;2;0
12;60;1;0;2;4;0
12;50;1;0;1;2;0
12;48;1;1;1;3;0
5;24;1;1;1;1;0
12;60;2;1;2;3;0
12;48;1;1;1;3;0
5;24;1;1;1;1;0
12;50;1;0;5;4;0
12;56;1;0;3;1;0
12;48;1;0;5;3;0
12;40;1;0;2;1;0
5;24;1;1;1;1;0
12;48;1;0;5;3;0
12;60;2;1;2;3;0
12;48;1;0;5;2;0
12;28;1;0;5;1;0
12;50;1;0;5;4;0
12;40;1;0;2;1;0
5;24;1;1;1;1;0
12;50;1;0;1;2;0
12;48;1;0;1;4;0
12;50;1;0;1;2;0
12;48;1;1;1;3;0
12;50;1;0;1;2;0
12;48;1;1;1;2;0
12;5;1;1;5;1;0
12;48;1;1;1;3;0
12;48;1;0;0;2;0
12;48;1;0;1;4;0
12;30;1;0;1;1;0
12;60;2;1;2;3;0
12;50;1;0;1;2;0
12;48;1;0;0;2;0
12;100;1;0;3;3;0
12;48;1;0;5;2;0
12;5;1;1;5;1;0
12;30;1;0;1;1;0
12;40;1;1;1;1;0
12;50;1;0;1;2;0
12;30;1;0;1;1;0
12;60;1;1;1;1;0
12;5;1;1;5;1;0
12;70;1;0;1;2;0
12;40;1;1;1;1;0
12;100;1;0;3;3;0
12;60;1;1;1;1;0
12;28;1;0;5;1;0
12;48;1;1;1;3;0
12;100;1;0;3;3;0
12;46;1;1;1;4;0
12;40;1;0;1;1;0
12;48;1;1;1;3;0
12;48;1;1;1;3;0
12;60;1;0;2;4;0
12;60;1;0;2;4;0
12;60;1;1;1;1;0
12;48;1;1;0;2;0
12;40;1;0;2;1;0
12;70;1;0;1;2;0
12;48;1;0;5;2;0
12;40;1;1;1;1;0
12;70;1;0;1;2;0
12;40;1;1;1;1;0
12;48;1;1;1;3;0
12;28;1;0;5;1;0
12;50;1;0;5;4;0
12;60;1;1;1;1;0
12;48;1;0;1;4;0
12;48;1;1;1;2;0
12;48;1;1;1;2;0
12;100;1;0;3;3;0
12;48;1;1;0;2;0
12;60;1;0;2;4;0
12;28;1;0;5;1;0
12;48;1;1;1;3;0
12;48;1;0;5;3;0
12;60;1;0;2;4;0
12;60;1;1;1;1;0
12;60;1;0;2;4;0
12;48;1;1;0;2;0
12;50;1;0;1;2;0
12;50;1;0;1;2;0
12;60;1;0;2;4;0
12;60;1;1;1;1;0
12;48;1;1;0;2;0
12;48;1;0;5;2;0
12;48;1;1;1;2;0
12;50;1;0;1;2;0
12;70;1;0;1;2;0
12;40;1;1;1;1;0
12;50;1;0;1;2;0
12;50;1;0;1;2;0
12;48;1;0;5;2;0
12;40;1;0;2;1;0
12;30;1;0;1;1;0
12;40;1;0;1;1;0
12;70;1;0;1;2;0
12;48;1;1;1;3;0
12;60;1;0;1;1;0
5;24;1;1;1;1;0
12;48;1;1;0;2;0
12;48;1;1;1;2;0
12;70;1;0;1;2;0
12;30;1;0;1;1;0
12;50;1;0;1;2;0
12;46;1;1;1;4;0
5;24;1;1;1;1;0
12;30;1;0;1;1;0
12;70;1;0;1;2;0
12;40;1;0;1;1;0
12;48;1;0;5;3;0
12;50;1;0;5;4;0
12;40;1;0;2;1;0
12;30;1;0;1;1;0
12;5;1;1;5;1;0
12;48;1;0;0;2;0
12;56;1;0;3;1;0
12;28;1;0;5;1;0
12;28;1;0;5;1;0
12;60;1;0;1;1;0
12;46;1;1;1;4;0
12;48;1;0;5;2;0
12;48;1;1;1;2;0
12;5;1;1;5;1;0
12;70;1;0;1;2;0
12;60;1;1;1;1;0
12;60;1;1;1;1;0
12;5;1;1;5;1;0
12;5;1;1;5;1;0
12;60;1;0;1;1;0
12;30;1;0;1;1;0
12;40;1;1;1;1;0
12;60;1;0;2;4;0
12;70;1;0;1;2;0
12;56;1;0;3;1;0
12;48;1;1;1;3;0
12;40;1;1;1;1;0
12;48;1;1;0;2;0
12;60;1;1;1;1;0
12;40;1;0;1;1;0
12;40;1;0;2;1;0
12;28;1;0;5;1;0
12;100;1;0;3;3;0
12;50;1;0;1;2;0
12;48;1;0;5;3;0
12;100;1;0;3;3;0
12;40;1;1;1;1;0
12;60;1;0;1;1;0
12;48;1;1;1;3;0
12;48;1;1;1;3;0
12;48;1;0;5;2;0
12;60;1;0;1;1;0
12;28;1;0;5;1;0
12;70;1;0;1;2;0
12;50;1;0;5;4;0
12;60;1;0;2;4;0
12;48;1;1;1;3;0
12;48;1;1;0;2;0
12;48;1;1;1;3;0
12;100;1;0;3;3;0
12;48;1;1;1;3;0
12;48;1;1;1;3;0
12;50;1;0;5;4;0
12;50;1;0;5;4;0
12;48;1;0;5;3;0
12;48;1;1;1;2;0
12;48;1;1;0;2;0
12;60;1;1;1;1;0
12;60;1;1;1;1;0
12;40;1;0;1;1;0
12;50;1;0;5;4;0
12;48;1;0;0;2;0
12;28;1;0;5;1;0
12;48;1;0;5;2;0
12;56;1;0;3;1;0
12;48;1;1;1;2;0
5;24;1;1;1;1;0
12;48;1;1;1;2;0
12;46;1;1;1;4;0
12;100;1;0;3;3;0
12;48;1;1;1;3;0
12;56;1;0;3;1;0
12;100;1;0;3;3;0
12;48;1;1;0;2;0
12;60;1;0;1;1;0
12;50;1;0;5;4;0
12;56;1;0;3;1;0
12;48;1;0;5;3;0
12;46;1;1;1;4;0
12;48;1;0;1;4;0
12;48;1;0;1;4;0
12;60;1;1;1;1;0
12;40;1;1;1;1;0
12;56;1;0;3;1;0
12;48;1;0;1;4;0
12;60;1;0;2;4;0
12;60;1;0;1;1;0
5;24;1;1;1;1;0
12;40;1;0;1;1;0
12;48;1;0;5;2;0
12;60;1;0;2;4;0
12;40;1;0;1;1;0
12;60;1;0;1;1;0
12;70;1;0;1;2;0
12;60;1;0;1;1;0
12;40;1;1;1;1;0
12;60;1;1;1;1;0
12;48;1;1;1;3;0
12;70;1;0;1;2;0
12;60;2;1;2;3;0
12;48;1;1;1;3;0
12;60;1;1;1;1;0
12;46;1;1;1;4;0
12;5;1;1;5;1;0
12;5;1;1;5;1;0
12;60;2;1;2;3;0
12;48;1;1;1;2;0
12;40;1;0;2;1;0
12;60;1;0;2;4;0
12;70;1;0;1;2;0
12;48;1;0;1;4;0
12;48;1;0;5;2;0
12;48;1;0;1;4;0
12;5;1;1;5;1;0
12;60;1;0;1;1;0
12;48;1;1;1;3;0
12;50;1;0;5;4;0
12;60;1;1;1;1;0
12;48;1;0;1;4;0
12;28;1;0;5;1;0
12;48;1;1;0;2;0
12;48;1;1;0;2;0
12;48;1;1;1;2;0
12;40;1;1;1;1;0
12;40;1;1;1;1;0
12;60;1;0;2;4;0
12;40;1;0;1;1;0
12;48;1;0;1;4;0
12;48;1;0;1;4;0
12;60;1;0;2;4;0
12;60;1;0;1;1;0
12;100;1;0;3;3;0
12;48;1;0;5;3;0
12;100;1;0;3;3;0
12;60;1;1;1;1;0
12;100;1;0;3;3;0
12;60;1;0;1;1;0
12;46;1;1;1;4;0
12;48;1;1;1;3;0
12;48;1;1;1;3;0
5;24;1;1;1;1;0
12;56;1;0;3;1;0
12;48;1;1;1;3;0
12;60;1;0;1;1;0
12;60;1;0;2;4;0
12;48;1;0;1;4;0
12;5;1;1;5;1;0
12;60;1;0;2;4;0
12;5;1;1;5;1;0
12;60;2;1;2;3;0
12;50;1;0;1;2;0
12;60;2;1;2;3;0
12;50;1;0;5;4;0
12;48;1;0;5;3;0
12;60;1;0;2;4;0
12;48;1;0;1;4;0
12;40;1;1;1;1;0
5;24;1;1;1;1;0
12;60;1;1;1;1;0
5;24;1;1;1;1;0
12;60;1;1;1;1;0
12;50;1;0;1;2;0
12;48;1;0;0;2;0
12;48;1;0;1;4;0
12;60;1;0;1;1;0
12;100;1;0;3;3;0
12;48;1;1;1;3;0
12;70;1;0;1;2;0
12;60;1;0;2;4;0
12;48;1;1;1;3;0
12;60;1;1;1;1;0
12;48;1;0;1;4;0
12;28;1;0;5;1;0
12;40;1;0;1;1;0
12;48;1;0;5;3;0
12;48;1;1;1;2;0
12;48;1;0;5;3;0
12;50;1;0;1;2;0
12;56;1;0;3;1;0
12;56;1;0;3;1;0
12;30;1;0;1;1;0
12;40;1;0;1;1;0
12;48;1;0;5;3;0
12;48;1;1;1;3;0
12;50;1;0;5;4;0
12;48;1;0;0;2;0
12;60;1;1;1;1;0
12;50;1;0;1;2;0
12;60;1;1;1;1;0
12;48;1;1;0;2;0
12;48;1;0;1;4;0
12;40;1;0;1;1;0
5;24;1;1;1;1;0
12;60;1;0;2;4;0
12;48;1;1;1;3;0
12;48;1;1;1;3;0
12;28;1;0;5;1;0
12;50;1;0;1;2;0
12;48;1;0;0;2;0
12;56;1;0;3;1;0
12;60;1;0;2;4;0
12;45;1;0;1;5;1
12;40;1;1;5;3;1
12;48;1;0;0;5;1
12;48;1;1;2;1;1
12;40;1;1;3;4;1
12;48;1;1;5;4;1
12;40;1;0;2;3;1
12;50;1;0;3;4;1
12;35;1;0;0;3;1
12;40;1;0;0;5;1
12;48;1;1;0;5;1
4;20;1;1;2;2;1
12;50;1;1;1;5;1
12;40;1;1;1;5;1
12;48;1;0;1;3;1
12;48;1;0;0;3;1
12;16;1;0;3;2;1
12;48;2;0;3;1;1
12;45;1;1;2;4;1
12;48;1;0;0;5;1
12;30;1;0;1;2;1
12;48;1;1;0;3;1
12;48;1;1;5;3;1
12;40;2;1;1;3;1
12;50;1;1;1;4;1
12;48;1;0;2;5;1
12;48;1;1;1;5;1
12;48;1;0;5;5;1
12;48;1;0;3;3;1
12;48;1;0;3;2;1
5;48;1;0;3;1;1
12;48;1;1;1;5;1
12;48;1;0;2;2;1
12;48;1;0;5;2;1
12;48;1;1;3;4;1
12;48;1;1;1;5;1
12;48;1;1;0;2;1
12;40;1;0;5;3;1
6;45;1;1;1;2;1
12;48;1;0;5;3;1
12;50;1;1;1;2;1
1;45;1;0;1;2;1
12;24;1;0;0;2;1
12;48;1;1;0;2;1
12;30;1;1;3;5;1
12;40;1;0;0;5;1
8;48;1;0;5;4;1
12;48;1;0;1;5;1
12;48;2;0;3;1;1
12;48;1;0;2;1;1
12;48;1;0;3;2;1
12;48;1;0;3;5;1
12;16;1;0;3;2;1
12;25;1;1;3;2;1
12;48;1;1;0;2;1
12;48;1;0;1;5;1
12;40;1;1;3;2;1
12;48;1;0;1;5;1
12;48;1;0;0;1;1
3;40;1;0;5;2;1
12;48;1;0;0;2;1
5;60;1;1;2;2;1
12;48;1;0;1;5;1
12;48;1;0;5;5;1
12;48;1;0;5;4;1
12;48;1;0;2;3;1
12;40;1;0;1;2;1
5;24;1;0;1;5;1
12;60;1;0;1;2;1
12;48;1;0;5;2;1
12;40;1;1;1;1;1
12;40;1;0;0;5;1
12;48;1;0;5;3;1
12;48;2;0;3;1;1
12;48;1;1;1;2;1
12;45;1;0;1;5;1
12;48;1;0;1;4;1
12;48;1;1;5;3;1
11;40;1;0;1;5;1
12;48;2;0;3;1;1
12;40;1;1;5;4;1
12;40;1;0;5;5;1
12;40;1;0;1;1;1
12;48;1;0;5;4;1
4;24;1;1;5;1;1
12;48;1;1;5;5;1
12;40;1;0;1;5;1
10;40;1;1;1;3;1
12;30;1;0;1;1;1
12;48;1;0;0;4;1
12;40;1;0;5;3;1
12;40;1;1;1;2;1
12;48;1;0;3;3;1
12;40;1;0;5;3;1
5;48;1;0;3;1;1
12;48;1;0;1;4;1
12;40;1;0;4;2;1
12;48;1;0;5;5;1
12;40;1;1;3;3;1
12;48;1;0;0;5;1
12;48;1;1;1;2;1
12;30;1;0;2;1;1
12;48;1;0;3;3;1
12;48;1;0;1;5;1
12;45;1;1;1;3;1
12;48;1;0;1;4;1
12;48;1;1;1;5;1
12;40;1;1;5;2;1
12;48;1;0;3;3;1
12;57;1;0;3;5;1
12;40;1;1;1;2;1
12;40;2;0;5;2;1
2;4;1;0;5;1;1
12;40;1;0;0;5;1
12;40;1;1;1;3;1
12;84;1;0;3;2;2
12;40;1;1;1;2;2
12;62;1;0;2;1;2
12;84;1;0;3;2;2
12;62;1;0;2;1;2
12;30;1;0;1;1;2
12;84;1;0;3;2;2
12;84;1;0;3;2;2
12;30;1;0;1;1;2
12;84;1;0;3;2;2
12;62;1;0;2;1;2
12;40;1;1;1;2;2
12;62;1;0;2;1;2
12;40;1;1;1;2;2
12;40;1;1;1;2;2
12;62;1;0;2;1;2
12;62;1;0;2;1;2
12;62;1;0;2;1;2
12;62;1;0;2;1;2
12;30;1;0;1;1;2
12;84;1;0;3;2;2
12;40;1;1;1;2;2
12;62;1;0;2;1;2
12;62;1;0;2;1;2
12;62;1;0;2;1;2
12;30;1;0;1;1;2
12;62;1;0;2;1;2
12;62;1;0;2;1;2
12;62;1;0;2;1;2
12;84;1;0;3;2;2
12;30;1;0;1;1;2
12;62;1;0;2;1;2
12;40;1;1;1;2;2
12;40;1;1;1;2;2
12;40;1;1;1;2;2
12;30;1;0;1;1;2
12;30;1;0;1;1;2
12;40;1;1;1;2;2
12;62;1;0;2;1;2
12;30;1;0;1;1;2
12;40;1;1;1;2;2
12;40;1;1;1;2;2
12;62;1;0;2;1;2
12;84;1;0;3;2;2
12;30;1;0;1;1;2
12;62;1;0;2;1;2
12;40;1;1;1;2;2
12;40;1;1;1;2;2
12;62;1;0;2;1;2
12;30;1;0;1;1;2
12;84;1;0;3;2;2
12;84;1;0;3;2;2
